comment_v1,comment_v2,type,sentiment
এখানে কমেন্টে দেখলাম অনেকেই বলেছে ভালোবাসায় ছেকা খাওয়াকে মরে যাওয়া বলেনাআসলে একটা কথা কি জানেন যে আসলেই ভালোবেসেছে সেই জানে ভালোবাসার বিচ্ছেদ এর কি স্বাদআর পরিবারসাথে যদি পরিবারের স্বাদটাও সেই ব্যাথার সাথে এড হয় তাহলে সেই একজনি ফিল করতে পারবে বেচে থেকেও মরার স্বাদ টা আসলে কেমন,কমেন্টে দেখ বল ভালোবাসায় ছেকা খাওয়াকে মরে বলেনাআসলে এক কথা জান আসলে ভালোব ভালোব বিচ্ছেদ স্বাদআর পরিবারসাথে পরিবার স্বাদ ব্য সাথে এড একজনি ফিল পারবে বাচ মর স্বাদ আসলে কেমন,0,0
ভালোবাসা,ভালোবাসা,0,2
something for the weekend sirmadam,someth weekend sirmadam,1,1
আমার বিশ্বাস এই গানটা যে শুনছেনসেই ভাবতেছেন আরে এটাতো আমার হারিয়ে ফেলা স্মৃতি মধুর ছোটবেলার জীবন নিয়েই লেখা গান  বন্ধু তোদের সবাইকে সবসময় মিস করি,বিশ্বাস গান শুনছেনসে ভাবতেছেন আরে এটা হারিয়ে ফেলা স্মৃতি মধুর ছোটবেল জীবন নিয়ে লেখা গান বন্ধু তোদের সবাইকে সবসময় মিস,0,2
one of the best channel,one best channel,2,2
love you,love,0,2
tumi ar ami same,tumi ar ami,0,2
lesbian love you prttoy,lesbian love prttoy,0,2
ar ami more gelam 21 aa,ar ami gelam aa,1,1
fan hobe,fan hobe,0,2
২৫ শের আগে ও অনেক প্রাণ মরে যায়,শের প্রাণ মরে যায়,0,0
815 adhir choudhury,adhir choudhuri,1,1
sudhu ai vedio na ajaira are or our son of a btch vedio khubi moja,sudhu ai vedio na ajaira son btch vedio khubi moja,0,0
ami class 5 e pori,ami class e pori,1,1
time 0331 am,time,1,1
আসলেই দিন শেষে মানুষ বড্ড একা,আসলে শাষ বড্ড,0,0
আজ বড় বেলার বাস্তবতায় ফিরে পেতে চাই শৈশব,বড় বেল বাস্তবতায় পেত চাই শৈশব,0,0
তোমাকেই খুঁজে যাই প্রিয় শৈশব আমার,তোমাকে খুঁজে প্রিয় শৈশব,0,2
oktober 2025,oktob,1,1
২৩ সে বাবা কে হারিয়েছিআর আমি ২৫ মরে গেছি কেমন জানি এখন সুধু করবেযেতে পারলে বাচ্চতাম আমি আর পারছিনা জীবর যুদ্ধ সাথে লড়তে,বাবা হারিয়েছিআর মরে গেছি কেমন জানি সুধু করবেয পারলে বাচ্চতাম পারছিনা জীবর যুদ্ধ সাথে লড়,0,0
গানটা শুনে মনে হলো শৈশবটা একটু ফিরে এলো… কত কিছু হারিয়ে ফেলেছি বুঝলাম,গান শুনে শৈশব একটু এলো… হারিয়ে ফেলেছি বুঝ,0,1
1800অসঙ্গতি সব কমিউনিটিতেই আছে  কিন্তু তুমি শুধু হিন্দুদেরটাই তুলে ধরতে পারবে  মুসলমানদের নয়  কারণ হিন্দুরা কিছুই করবে না কিন্তু মুসলিমরা তোমার পিঠের ছাল প্রকাশ্যে টেনে ছিড়বেইয়ে ডার মুঝে আচ্ছা লাগা,অসঙ্গতি কমিউনিটিতে হিন্দুদ ধর পারবে মুসলমান হিন্দু না মুসলিম ছাল প্রকাশ্যে টান ছিড়বেইয়ে ডার মুঝে আচ্ছা লাগা,0,0
september 4,septemb,1,1
২৫ সালে কে কে দেখতেছো,সালে দেখতেছো,4,1
031 i love india,love india,2,2
this song helped me get off of drugs don’t ask how just very uplifting,song help get drug don’t ask uplift,2,2
we love you beyoncé,love beyoncé,0,2
jossss cilooo,jossss cilooo,0,2
ফিরে পাবো না সেই আগের সুন্দর মুহূর্ত,পাবো না আগ সুন্দর মুহূর্ত,0,0
গানটা শুনলেই বুকের ভিতর মোচড় দিয়ে উঠে কেন জানি কান্না চলে আসে আমার কেন যে বড় হলাম এতো প্যারা নিতে পারতেছি না বড় হয়ে আবারও যদি ছোটবেলায় ফিরতে পারতাম,গান শুনলে বুক ভিতর মোচড় উঠে জানি কান্না বড় হল এত প্যা পারতেছি না বড় আব ছোটবেলায় ফির পারতাম,0,0
বলো কোন অপরাধে আমাকেএভাবে বাঁচতে হবেapu,বলো অপরাধে আমাকেএভাবে বাঁচ হবেapu,0,0
i love india from india,love india india,2,2
osster bro,osster bro,0,1
সময়ের সেরা বাস্তব কাহিনী নিয়ে লেখা গানটি ,সময় বাস্তব কাহিনী লেখা গান,2,2
শৈশবের কথা মনে পড়ে গেলো,শৈশব কথা পড়ে গেলো,0,1
এই গান শুনলে শৈশবের অনেক স্মৃতি মনে পড়ে যায়,গান শুনলে শৈশব স্মৃতি পড়ে যায়,0,2
সারা বছর ভালো করে পড়ি তাই পরীক্ষার ভয় হয় না এবং রেজাল্টও ভালো হয়,সার ভালো পড়ি পরীক্ষ ভয় না রেজাল্ট ভালো,2,2
miss you my old school life,miss old school life,0,0
জীবন্ত লাশ হতে ২৫ বছর লাগে না নে,জীবন্ত লাশ লাগে না নে,2,0
ভাল্লাগচেমজা পাইলাম,ভাল্লাগচেমজা পাই,0,2
rial video,rial video,1,1
515 my style,style,2,2
২৫ পার হয়ে গেছে এখন গান টা রিলেট করছে পারছি,পার গান রিলেট পারছি,0,2
ঠিক যে পর্যায়ে গেলে কারো কথা গায়ে লাগে না কষ্ট লাগে না রাগ হয় না কোনো কিছু নিয়ে অভিযোগ হয় না সে পর্যায়ে চলে এসেছি,পর্য কথা গা লাগে না কষ্ট লাগে না রাগ না অভিযোগ না পর্য এসে,0,1
দারুন লাগলো ভিডিওটি দেখে শুধু মুখটা নয় মনটাও হাঁসে,দারুন লাগলো ভিডিও মুখ মন হাঁসে,0,2
dekhe onk moja laglo and cng chaloker dhakaiya vasha valo laglo,dekh onk moja laglo cng chalok dhakaiya vasha valo laglo,0,2
সিয়াম ইসলামের ৫ টা স্তম্ভের ১টা  আর তোমরা এটা নিয়ে মজা করো  আবার সেফু কুত্তার গানের সাফাই গাও ইসলামের কথা বলে  এগুলা করার সময় ইসলামের কথা মনে থাকেনা  আর যারা কমেন্ট করতেছে বাহবা করতেছে তারা কি দেখেনা এখানে ৩ টা মেসেজ দেয়া হচ্ছে ১ ইসলাম কে ছোট করা ২ মা বোন দের ছোট করা তাদের নিয়ে অশালীন কথা বলা ৩ ধূমপান  বাঙ্গালীর চোখ কবে খুলবে,সিয়াম ইসলামের স্তম্ভ টা তোমরা মজা করো সেফু কুত্ত গান সাফা গাও ইসলামের কথা এগুলা সময় ইসলামের কথা থাকেনা কমেন্ট করত বাহবা করত দেখেনা মেসেজ দেয়া ইস মা বোন দের অশালীন কথা ধূমপান বাঙ্গালীর চোখ খুলবে,0,0
ait olmadan hüküm sürmeliyim ait olamliyim ama bi sekil ait,ait olmadan hüküm sürmeliyim ait olamliyim ama bi sekil ait,2,0
narayngong kothay takan,narayngong kothay takan,4,1
